index,employee_count,country,number_of_technologies,annual_rev
32883,2,United States,10,2242000
32884,0,France,0,
32885,0,China,1,
32886,2,Brazil,13,
32887,210,United States,12,12940000
32888,1,United States,2,1400000
32889,2,Mexico,4,22412000
32890,10,,5,
32891,0,United Kingdom,1,
32892,68,Pakistan,7,5638000
32893,5,United States,1,901000
32894,7,United States,7,6446000
32895,0,United States,1,17500000
32896,3,United States,5,4171000
32897,410,United States,23,30000000
32898,50,Poland,18,
32900,57,United States,3,35000000
32901,3,United States,2,38247000
32902,570,United States,4,39157000
32904,6,India,3,1000000
32905,8,United Kingdom,5,5000000
32906,0,,4,
32907,20,India,2,3400000
32909,5,United States,2,1917000
32910,0,Russia,0,
32918,7200,Australia,2,35000000
32911,0,United States,1,
32912,22,United States,29,12000000
32913,0,Netherlands,2,
32914,12,Peru,1,
32915,17,Netherlands,15,4300000
32916,22,Israel,6,
32917,250,United States,13,34500000
32920,0,United States,9,
32919,2,Germany,3,
32921,0,United States,0,
32922,450,China,7,
32923,0,China,8,
32924,13,United Kingdom,19,
32925,0,China,1,2400000
32926,160,United States,7,7700000
32927,19,Germany,17,2200000
32928,1,United States,2,320000
32929,0,Chile,0,
32930,980,United States,12,46500000
32931,2,Philippines,5,10000000
32932,3,Bulgaria,7,1502000
32933,10,United States,2,10000000
32934,0,Colombia,3,
32935,18,United States,10,10500000
32937,0,Germany,4,
32938,0,Jordan,4,
32940,11,United States,7,2000000
32941,110,United States,4,4463000
32942,0,United States,0,
32943,12000,United States,24,5300000000
32944,21,United States,4,7121000
32945,0,United Kingdom,4,
32946,310,United States,27,10000000
32947,12,United States,10,16075000
32948,0,United States,3,
32949,1400,United States,51,2036000000
32950,23,Ireland,14,12000000
32951,0,United States,0,
32952,0,United States,0,
32953,140,Netherlands,8,8000000
32954,27,United Kingdom,4,5000000
32955,53,China,9,1000000
32956,94,India,2,3299000
32957,9,United States,9,4420000
32958,0,United States,2,55000000
32959,0,Canada,0,
32960,7,United States,3,2000000
32961,140,United States,15,35000000
32962,0,United States,0,12000000
32963,0,United Kingdom,4,
32964,0,United States,4,
32965,1,United States,2,10600000
32966,15,United States,8,13500000
32967,85,Canada,9,13115000
32968,51,United States,4,13724000
32969,0,United Kingdom,2,
32970,10,United States,4,11152000
32971,0,,10,
32973,30,United States,9,
32974,45,Canada,6,380000000
32975,25,Sweden,6,300000
32976,2,United States,3,12084000
32977,2,Germany,5,1253000
32978,0,United States,1,
32979,77,United States,4,28000000
32972,19,United States,1,2000000
32981,3,United States,0,2000000
32982,4,United Kingdom,0,35000000
32984,0,United States,4,2000000
32985,82,United States,19,10500000
32986,100,United States,11,15100000
32987,190,United States,6,13817000
32988,16,United States,3,19538000
32989,43,Brazil,6,
32990,0,,4,
32991,5300,India,14,101354000
32992,13,United States,0,32431000
32993,0,United States,7,
32994,4,Singapore,3,
32996,2000,India,8,3048720000
32997,0,United States,5,2000000
32998,7,Canada,8,10000000
32999,7,United States,9,
33000,0,United States,1,
33001,27000,United States,12,29619000000
33003,15,United States,7,2000000
33004,8,Germany,4,4000000
33005,2,United States,2,8000000
33006,3,Canada,2,10000000
33008,3,Singapore,6,
33009,820,United States,14,28094000
33010,16,Bermuda,6,3500000
33011,150,United States,1,1815000
33012,110,Taiwan,8,
33014,44,United States,5,5923000
33015,21,United Kingdom,6,15000000
33016,0,Canada,0,
33017,7,United States,7,
33018,76,United States,14,66651000
33019,0,,0,
33020,2,Australia,6,
33021,11,United States,6,47204000
33022,0,United States,7,
33023,0,Germany,3,
33024,0,,3,
33025,0,United States,0,
33026,160,United States,7,30787000
33027,4,Finland,12,7000000
33028,3,United Kingdom,2,7000000
33029,20,United States,10,5000000
33030,78,United States,24,9000000
33031,22,United States,8,6000000
33032,17,United States,5,17972000
33033,230,United States,17,2500000
33036,6,,2,482000
33037,20,United States,7,12600000
33038,18,United States,2,6000000
33039,12,United States,7,9000000
33041,0,Mexico,0,
33042,0,United Kingdom,2,
33043,1,United States,1,2000000
33044,53,United States,15,10203000
33045,3,China,0,
33046,21,United States,2,5000000
33047,0,United States,2,
33048,0,United Kingdom,1,
33049,5,United States,6,6000000
33050,0,France,2,
33051,36,United States,4,4306000
33053,62,Japan,11,12307000
33054,10,United Kingdom,4,100000
33055,73,United States,1,1000000
33056,0,United States,0,
33057,28,United States,4,6000000
33058,0,United States,0,
33059,23,United States,2,5000000
33060,69,United States,14,45800000
33061,0,United States,3,
33062,15,Argentina,11,
33064,0,China,0,
33065,0,United States,3,2000000
33066,5,United States,8,
33067,0,United States,29,7000000
33068,3,Latvia,10,361000
33069,250,United States,15,41000000
33070,10,United States,4,
33071,24,United States,20,8825000
33072,0,United States,0,
33073,3,United States,13,1000000
33074,6,United States,21,148000
33075,0,United States,4,7200000
33076,66,Spain,3,5813000
33077,5,Poland,7,
33078,0,United States,2,2400000
33079,6,,8,
33080,21,United Kingdom,7,4570000
33081,6,United States,8,
33082,4,Russia,2,
33083,0,Japan,22,
33084,330,Denmark,14,165813000
33085,2,,6,2474000
33086,0,United States,6,
33087,7,Netherlands,12,
33088,0,United States,5,7000000
33089,1,Canada,3,
33091,0,United States,5,
33093,8,Austria,9,5384000
33094,20,Turkey,15,4393000
33095,190,Switzerland,16,7000000
33096,160,India,22,9307000
33097,0,United Kingdom,3,
33099,0,United States,1,
33100,0,United States,8,7000000
33101,49,United States,3,11911000
33102,120,China,21,21905000
33103,8,United States,7,6000000
33104,70,United States,23,3000000
33105,47,United States,5,5442000
33107,3,United States,2,15491000
33108,0,,0,30000000
33109,45,Canada,14,60000000
33110,2,United States,5,2800000
33111,54,United States,21,9500000
33112,0,United States,1,7000000
33113,1400,Denmark,18,147414000
33115,10,United States,1,10000000
33117,4,France,10,
33118,70,France,10,29000000
33119,13,France,7,5000000
33120,970,United States,20,20000000
33121,49,United States,20,3343000
33122,2,United States,6,52692000
33123,130,United States,19,60000000
33124,5,Malaysia,15,1200000
33125,330,India,10,10600000
33126,52,United States,2,1504000
33127,0,Switzerland,11,
33128,0,Italy,4,
33129,9,United States,12,2400000
33130,0,United States,5,
33131,0,United States,4,1400000
33132,2,,11,
33133,0,Australia,4,
33134,14,United States,8,14162000
33135,2,United States,7,27470000
33136,10,United States,4,10000000
33137,0,United States,10,
33138,37,United States,2,6452000
33139,64,United States,30,75000000
33140,410,United States,26,141900000
33141,3,United Kingdom,11,2776000
33142,0,United Kingdom,4,7000000
33143,0,United States,1,
33144,0,Switzerland,2,
33145,0,,11,7000000
33146,0,Colombia,5,
33147,15,United States,2,3580000
33148,47,United States,4,2500000
33149,2,Germany,1,671000
33150,10,Japan,0,10000000
33151,10,United States,4,1000000
33152,19,Peru,17,
33153,2000,United Kingdom,28,575275000
33154,15,United States,19,1000000
33155,750,United States,22,258615000
33156,0,Spain,1,
33157,460,United States,27,75000000
33159,110,Netherlands,18,3500000
33160,4,Canada,2,12000000
33161,74,Germany,13,10000000
33162,2,United States,13,2500000
33163,3,United States,8,5400000
33164,10,United States,8,10000000
33165,0,United States,1,2400000
33166,5,United States,5,8109000
33167,0,,7,
33168,3,United States,1,1400000
33169,67,United States,23,20000000
33170,0,United States,0,75000000
33171,10,Spain,10,1000
33172,2,United States,13,10000
33173,220,Sweden,12,31740000
33174,0,,1,
33175,2,United States,6,3880000
33177,32,United States,17,6400000
33178,160,United States,14,26184000
33180,1,Argentina,3,
33181,3,United States,2,5000000
33182,130,Brazil,27,398000
33183,0,,14,
33184,0,Switzerland,0,
33185,0,Estonia,2,
33186,0,,1,
33188,1,United States,4,19000
33189,12,Brazil,11,
33190,0,Italy,1,
33200,76,United States,13,15000000
33192,1,United States,17,6000000
33193,2,United States,8,1328000
33194,1700,United States,39,250000000
33195,130,United States,24,1000000
33196,61,United States,11,405000
33197,5,United States,2,3987000
33198,6,,1,485000
33199,0,United States,0,
33191,3,United States,3,22639000
33201,20,United States,9,4000000
33202,83,Spain,22,7200000
33203,9,Finland,4,270000
33205,10,Malaysia,2,
33206,2,United States,3,
33207,0,United States,5,
33208,21,United States,5,
33210,4,United States,3,12613000
33211,7,,0,279000
33212,0,Russia,0,
33214,0,United States,8,
33216,1,,16,7200000
33217,0,United States,4,
33218,2,United States,19,4000000
33220,170,United States,13,8600000
33221,5,United States,21,6000000
33222,1,United States,0,
33223,0,,0,
33225,0,Chile,3,
33226,2,United States,2,6000000
33227,0,Argentina,0,
33228,3,United Kingdom,0,5116000
33229,4,United States,11,2000000
33230,0,United States,2,
33231,0,United States,3,30900000
33232,350,United States,16,262000000
33233,4,United States,12,
33234,49,United States,19,3000000
33235,760,United States,20,38000000
33236,0,United Kingdom,1,7000000
33237,0,United States,1,
33238,55,United States,3,4295000
33239,11,,0,
33240,0,United States,5,
33241,27,United States,3,5308000
33242,5,United States,3,6000000
33243,17,China,4,17500000
33244,0,United States,5,15000000
33245,24,United States,7,4420000
33246,0,Chile,0,
33247,160,United States,17,20000000
33248,23,United States,6,7500000
33249,29,Israel,10,2400000
33250,13,United States,13,41176000
33257,2,United States,12,2000000
33251,150,United States,14,52008000
33252,0,United States,8,
33253,18,Denmark,7,2000000
33254,0,,0,
33255,120,Canada,10,1000000
33256,77,United States,0,12938000
33259,3,Turkey,1,
33260,5,China,3,
33258,18,United States,7,35000000
33261,52,China,7,
33262,0,United States,2,6000000
33263,37,United States,2,7206000
33264,30,India,10,356000
33265,0,United States,1,
33266,1,Canada,4,1400000
33267,3,United States,0,
33268,50,United States,10,6000000
33269,140,China,7,34434000
33270,55,United States,2,1845000
33273,0,,15,
33274,1,Russia,1,
33275,20,United States,12,5000000
33276,5,United Arab Emirates,0,
33277,12,United Kingdom,13,100000000
33278,1,United Kingdom,2,6000000
33279,52,Israel,0,4265000
33280,8,France,17,441000
33281,0,,3,
33282,2,United States,3,12758000
33283,0,,1,7000000
33284,4,United States,7,28433000
33285,7,Switzerland,7,
33287,6,Finland,4,15200000
33288,69,United States,14,6000000
33289,2,United States,10,10000000
33290,89,Canada,23,5660000
33293,0,Chile,0,
33291,0,United States,2,2400000
33296,25,United States,25,5051000
33297,7,Germany,7,2000000
33298,60,Canada,14,10000000
33299,0,United States,0,2400000
33300,23,Spain,7,4420000
33295,24,United States,13,2781000
33301,7,United Kingdom,3,18235000
33302,10,United States,2,10000000
33303,8,Mexico,6,
33305,26,Turkey,10,
33306,580,United States,20,190850000
33307,8,Italy,5,
33308,0,United States,1,
33309,14,United States,4,14375000
33310,8,United States,6,9500000
33311,180,Latvia,17,18700000
33312,140,Norway,31,
33313,70,Spain,16,1000000
33314,24,Germany,18,2400000
33315,10,Belgium,9,10000000
33317,56,United Kingdom,29,1000000
33318,33,Israel,13,
33319,10,France,6,10000000
33320,56,United States,30,42500000
33321,0,United States,0,
33322,22,Romania,13,2400000
33323,320,Brazil,11,5300000
33324,0,Brazil,10,
33325,0,Brazil,5,
33326,170,Canada,15,6484000
33327,15,United States,7,2422000
33328,50,China,1,
33330,3,Spain,0,
33331,290,Canada,28,30000000
33332,22,United States,13,16400000
33333,0,Netherlands,0,
33334,10,United States,8,10000000
33335,0,United Kingdom,1,
33336,2,Israel,1,
33337,3,Hong Kong,11,156000
33338,0,China,1,
33339,12,Russia,6,
33340,16,Russia,6,4800000
33341,27,United States,14,28244000
33342,7,United Kingdom,10,1183000
33343,3,United States,5,1500000
33344,56,United States,12,10972000
33345,38,Belgium,11,10000000
33347,310,United Kingdom,16,8600000
33348,84,United Kingdom,3,6125000
33349,0,United States,0,2000000
33350,0,United States,0,
33351,4,United States,4,11737000
33353,68,Italy,17,5000000
33354,5,United States,6,23302000
33355,0,,0,
33356,8,United States,3,25000000
33357,0,United States,3,3300000
33358,11,,0,2400000
33359,710,France,28,28500000
33360,5,Canada,16,2840000
33361,61,United States,23,19974000
33362,51,Canada,9,2843000
33363,0,United States,1,2000000
33364,2,,1,
33365,740,United States,22,127000000
33366,36,United States,22,40000000
33367,0,Russia,0,
33368,160,Canada,20,25800000
33369,41,Canada,1,260000
33370,3,United States,8,2000000
33371,2,Canada,10,6000000
33372,30,United States,16,7500000
33373,20,United Kingdom,1,4209000
33374,0,United Kingdom,0,7000000
33375,70,United States,16,7000000
33376,0,United States,6,6200000
33377,17,United States,12,1000000
33378,51,United States,15,7960000
33379,430,Sweden,2,
33380,65,United States,5,426000
33381,24,United States,3,851000
33382,150,United Kingdom,21,2959000
33383,320,United States,23,262500000
33385,2,Netherlands,8,7000000
33386,4,Spain,7,
33387,3,Argentina,0,
33388,37,Chile,18,5467000
33389,120,Spain,22,
33390,3,United States,3,2311000
33391,48,United States,14,263000
33392,0,United States,0,
33393,76,United States,1,22846000
33394,0,United States,5,
33395,5,United States,21,
33396,0,,1,
33398,3,Italy,9,3000000
33399,10,United States,2,8371000
33400,130,United States,11,4955000
33401,2,United States,1,6345000
33402,3,Japan,18,
33403,0,Hong Kong,2,
33404,0,United States,0,
33405,0,Brazil,0,
33406,30,Canada,36,
33407,15,,0,
33409,0,Chile,0,
33410,0,United States,0,
33411,4,United States,12,10050000
33412,72,United States,26,9000000
33414,32,United States,8,5000000
33415,4,United States,3,4545000
33416,21,United States,10,5284000
33418,0,United States,0,
33419,1,United States,9,5424000
33420,43,United Kingdom,10,5000000
33421,0,United Kingdom,1,
33422,16,United States,8,7000000
33423,14,United States,17,4000000
33424,45,Japan,10,
33425,26,Sweden,2,2000000
33426,6,Germany,13,7000000
33427,0,United States,2,2400000
33428,7,,8,67000
33429,1000,Germany,11,201432000
33430,0,United States,0,
33431,16,Peru,9,
33432,3,United States,9,
33433,540,India,14,6500000
33434,2900,United States,16,677131000
33435,660,United States,61,
33436,660,United States,61,
33437,640,United States,32,126294000
33438,1,United States,0,2400000
33439,57,Sweden,17,7000000
33440,32,United States,11,
33450,0,United States,2,2000000
33441,4,United States,10,10000000
33443,0,United Kingdom,6,
33444,0,United Kingdom,6,
33445,99,Canada,1,11625000
33446,0,France,1,25000000
33447,2,United States,3,
33448,26,United States,6,6000000
33449,2,United States,1,4000000
33442,4,United States,4,6000000
33451,6,Israel,4,3000000
33452,13,Canada,5,4000000
33453,0,Sweden,2,
33454,8,United States,10,
33455,0,United States,6,
33456,2,Uruguay,3,
33457,75,United Kingdom,15,46318000
33458,0,United States,3,
33459,7,Brazil,1,
33460,15,United States,0,917000
33461,87,United States,9,26910000
33462,2,United States,12,5000000
33463,0,United States,4,2400000
33464,66,United States,19,35000000
33465,7,United States,15,
33466,1,Germany,7,8000000
33467,81,United States,3,5471000
33468,0,United States,5,
33469,0,United States,14,
33470,10,United States,1,10000000
33471,0,Israel,1,
33472,0,Hungary,1,
33473,140,Canada,16,18600000
33474,97,United States,3,3451000
33475,0,United States,0,
33476,77,United States,18,13000000
33477,32,United States,1,4502000
33478,400,United States,33,100000000
33479,6,United States,14,14100000
33480,27,United States,8,6000000
33482,0,Poland,3,
33483,6,Russia,12,546000
33484,15,Russia,2,275000
33485,28,Australia,4,3888000
33486,0,United States,0,
